SalePrice,Id
125315.91,1461
165793.92,1462
186912.89,1463
194728.19,1464
180436.97,1465
176388.25,1466
182567.48,1467
166885.14,1468
177370.58,1469
132517.08,1470
203807.78,1471
93000.086,1472
97826.945,1473
150608.02,1474
126434.875,1475
363732.2,1476
255811.03,1477
291590.78,1478
260819.03,1479
507503.38,1480
313163.03,1481
205665.31,1482
166716.69,1483
160302.7,1484
182978.4,1485
195230.11,1486
350839.72,1487
222267.45,1488
214112.97,1489
216636.77,1490
186375.05,1491
86267.77,1492
180789.56,1493
285406.8,1494
281812.6,1495
236424.97,1496
175935.16,1497
168771.69,1498
163681.92,1499
156798.61,1500
177739.83,1501
149423.52,1502
314954.06,1503
235375.6,1504
222604.97,1505
187107.39,1506
237699.97,1507
206816.66,1508
169087.98,1509
148192.05,1510
142360.48,1511
166826.81,1512
144458.3,1513
166671.16,1514
202635.53,1515
150457.39,1516
155286.33,1517
122094.94,1518
231346.36,1519
138227.97,1520
138555.94,1521
168270.84,1522
108182.26,1523
123037.086,1524
118048.5,1525
114008.68,1526
110603.52,1527
127375.61,1528
151276.0,1529
171402.5,1530
103714.266,1531
101620.38,1532
170740.75,1533
116836.29,1534
147561.33,1535
110464.47,1536
88922.91,1537
182961.92,1538
199206.94,1539
105507.11,1540
140202.75,1541
139350.12,1542
222987.98,1543
80843.59,1544
106761.12,1545
133040.97,1546
140211.0,1547
142635.98,1548
107353.83,1549
144506.28,1550
106406.32,1551
141470.64,1552
152895.34,1553
111290.03,1554
174153.9,1555
91742.41,1556
104739.81,1557
84794.13,1558
59531.1,1559
129333.555,1560
137391.55,1561
120387.96,1562
119742.67,1563
161215.17,1564
144282.17,1565
228436.64,1566
69489.89,1567
227675.86,1568
141817.11,1569
130770.88,1570
119985.57,1571
146568.62,1572
261703.05,1573
111092.9,1574
212840.47,1575
234677.02,1576
197808.8,1577
141392.22,1578
153383.98,1579
201389.69,1580
158493.62,1581
124591.75,1582
297017.38,1583
233469.55,1584
141786.25,1585
70832.0,1586
99834.8,1587
149114.56,1588
98259.87,1589
135015.67,1590
88751.71,1591
107722.4,1592
127816.47,1593
137618.8,1594
104896.93,1595
234900.19,1596
183030.9,1597
199913.62,1598
179833.42,1599
181868.38,1600
67766.914,1601
105559.45,1602
80655.305,1603
281006.78,1604
247687.17,1605
169975.55,1606
162258.8,1607
208185.33,1608
194841.52,1609
160324.89,1610
143671.31,1611
167989.73,1612
160663.36,1613
128722.04,1614
85378.68,1615
68265.03,1616
88990.17,1617
123903.83,1618
143125.39,1619
158373.9,1620
137849.58,1621
146596.66,1622
278042.56,1623
211355.1,1624
120024.875,1625
161319.48,1626
197263.31,1627
273828.56,1628
187563.03,1629
407592.4,1630
223283.27,1631
244444.14,1632
177659.95,1633
190537.56,1634
184607.69,1635
154397.17,1636
180224.8,1637
187233.36,1638
187067.4,1639
261752.3,1640
177729.05,1641
227981.03,1642
212754.22,1643
223274.28,1644
204672.22,1645
156050.0,1646
156310.12,1647
126632.24,1648
144263.33,1649
115530.484,1650
118969.83,1651
93743.664,1652
95286.2,1653
154028.4,1654
153616.84,1655
146546.47,1656
149484.05,1657
146956.48,1658
133877.44,1659
153211.25,1660
444925.06,1661
441990.2,1662
399209.88,1663
475480.5,1664
309001.8,1665
312493.94,1666
394612.75,1667
340508.1,1668
299989.34,1669
346888.47,1670
264969.56,1671
449696.8,1672
286326.0,1673
230281.11,1674
186019.12,1675
197416.31,1676
227767.3,1677
461132.9,1678
374201.38,1679
379003.44,1680
291276.6,1681
289970.9,1682
171719.2,1683
172545.53,1684
174443.05,1685
166296.33,1686
173022.3,1687
184052.06,1688
190635.56,1689
183222.39,1690
177440.1,1691
268278.72,1692
172550.83,1693
184187.14,1694
173324.28,1695
261829.89,1696
178791.25,1697
391783.5,1698
332314.25,1699
232268.08,1700
257585.08,1701
250858.1,1702
235216.47,1703
288838.47,1704
242260.02,1705
454600.03,1706
218818.73,1707
209296.6,1708
283039.5,1709
221214.86,1710
247603.1,1711
236296.42,1712
259543.94,1713
216808.2,1714
210706.47,1715
196129.31,1716
170498.23,1717
128437.78,1718
183600.3,1719
235442.95,1720
169520.47,1721
125325.96,1722
155355.81,1723
223215.34,1724
254732.81,1725
187879.88,1726
152913.25,1727
182870.45,1728
164602.28,1729
174962.83,1730
124708.05,1731
130283.33,1732
118437.445,1733
122624.195,1734
132644.88,1735
110964.26,1736
380521.78,1737
215528.81,1738
324541.6,1739
217919.02,1740
190597.69,1741
172538.16,1742
167449.88,1743
322313.3,1744
233614.17,1745
206867.78,1746
220949.31,1747
228936.23,1748
156406.2,1749
124895.45,1750
242178.72,1751
117153.445,1752
144147.0,1753
196415.55,1754
169904.5,1755
140662.55,1756
119204.23,1757
151592.33,1758
163965.25,1759
164883.55,1760
145266.75,1761
187333.48,1762
176674.61,1763
110351.14,1764
158446.64,1765
173488.31,1766
211748.33,1767
150120.86,1768
178154.67,1769
147053.98,1770
130688.11,1771
139952.08,1772
130450.16,1773
98241.98,1774
137926.98,1775
124593.13,1776
121449.41,1777
139382.62,1778
117034.7,1779
176897.84,1780
126160.85,1781
92911.22,1782
135584.98,1783
101593.81,1784
123833.555,1785
155143.16,1786
147361.0,1787
51172.83,1788
108588.664,1789
69703.984,1790
196344.92,1791
159115.66,1792
135277.56,1793
142462.38,1794
128763.664,1795
129702.555,1796
120490.75,1797
126911.62,1798
114686.23,1799
147093.27,1800
118964.125,1801
131010.875,1802
137716.05,1803
145819.83,1804
139100.97,1805
116040.28,1806
129652.81,1807
125708.92,1808
118980.984,1809
153876.44,1810
116549.68,1811
100782.81,1812
124816.41,1813
98787.9,1814
56731.977,1815
99862.266,1816
109960.945,1817
153852.33,1818
117847.95,1819
40812.246,1820
112564.0,1821
143170.02,1822
39558.227,1823
134525.6,1824
132951.33,1825
98036.984,1826
106126.914,1827
148324.03,1828
117337.73,1829
147235.72,1830
173867.0,1831
84642.086,1832
146192.98,1833
118692.6,1834
148449.3,1835
129846.414,1836
86476.08,1837
131603.1,1838
88201.01,1839
171665.81,1840
140520.6,1841
76660.65,1842
137773.4,1843
145968.94,1844
142623.3,1845
148677.78,1846
177301.08,1847
61673.617,1848
122516.71,1849
116844.32,1850
165555.9,1851
124010.56,1852
126475.08,1853
172526.92,1854
121925.3,1855
208204.47,1856
143796.58,1857
140453.12,1858
126667.82,1859
153174.23,1860
126303.586,1861
338317.97,1862
341154.6,1863
341154.6,1864
317450.75,1865
321930.06,1866
243643.03,1867
308153.84,1868
204908.97,1869
232864.34,1870
241397.1,1871
172802.2,1872
219733.56,1873
140877.94,1874
212266.97,1875
201300.02,1876
220987.48,1877
202431.11,1878
140959.06,1879
136759.84,1880
234597.75,1881
248973.2,1882
188114.88,1883
206815.78,1884
253446.3,1885
300099.7,1886
206591.23,1887
276636.75,1888
158053.28,1889
125178.21,1890
137387.69,1891
96403.03,1892
138636.27,1893
122496.87,1894
134367.11,1895
131523.56,1896
120973.336,1897
109283.555,1898
146630.25,1899
159921.0,1900
166920.4,1901
143014.78,1902
221788.33,1903
147532.66,1904
196709.73,1905
167125.84,1906
198518.9,1907
110401.39,1908
140069.23,1909
117921.84,1910
212907.97,1911
271463.8,1912
147415.48,1913
53454.824,1914
344670.97,1915
58296.137,1916
252773.45,1917
143465.27,1918
168700.08,1919
136929.05,1920
412450.3,1921
341866.94,1922
224989.05,1923
192150.64,1924
196358.33,1925
396372.4,1926
134614.58,1927
149732.77,1928
130950.13,1929
139840.25,1930
142975.64,1931
141452.81,1932
181743.25,1933
185338.6,1934
173924.5,1935
190771.16,1936
184092.38,1937
176386.45,1938
241791.56,1939
179249.67,1940
174192.73,1941
189517.27,1942
203946.33,1943
344024.88,1944
391005.66,1945
143623.25,1946
329763.7,1947
182990.16,1948
246409.06,1949
178265.17,1950
254099.73,1951
219586.75,1952
157964.77,1953
184081.53,1954
132863.16,1955
304679.5,1956
147622.81,1957
292374.0,1958
134593.02,1959
110364.96,1960
117980.34,1961
98827.79,1962
103794.02,1963
113971.75,1964
144075.53,1965
143906.66,1966
283334.75,1967
428283.78,1968
401394.53,1969
445939.12,1970
469785.62,1971
359421.25,1972
249708.95,1973
312024.03,1974
500688.4,1975
257271.14,1976
334844.66,1977
378425.56,1978
369857.34,1979
185889.53,1980
348993.12,1981
241313.92,1982
206395.42,1983
162612.12,1984
206193.45,1985
209674.47,1986
170542.56,1987
177121.66,1988
187212.81,1989
213778.02,1990
254548.27,1991
220251.53,1992
164471.61,1993
251709.92,1994
181213.1,1995
241030.61,1996
321150.88,1997
342958.3,1998
258507.81,1999
310549.22,2000
254645.22,2001
238044.33,2002
247358.47,2003
261862.98,2004
228673.86,2005
228973.67,2006
214527.2,2007
228515.98,2008
189886.52,2009
189641.36,2010
152358.72,2011
173656.9,2012
181665.42,2013
190832.5,2014
199572.55,2015
